# sequana_coverage thresholds:-3.00,3.00,0.50,0.50 window_size:2001 circular:True gc_window_size:201
# JB409847: [{'mu': 0.85606077220333165, 'sigma': 0.24990500986642308, 'pi': 0.2154707467087344}, {'mu': 1.0075128899677164, 'sigma': 0.049589144912210725, 'pi': 0.78452925329126555}]
chr,pos,cov,gc,rm,scale,zscore
JB409847,15467,1084,0.443,1.1e+03,0.984,-0.481
JB409847,15468,1085,0.443,1.1e+03,0.985,-0.463
JB409847,15469,1079,0.438,1.1e+03,0.979,-0.572
JB409847,15470,1079,0.438,1.1e+03,0.979,-0.572
JB409847,15471,1083,0.433,1.1e+03,0.983,-0.499
JB409847,15472,1084,0.428,1.1e+03,0.984,-0.481
JB409847,15473,1087,0.423,1.1e+03,0.986,-0.426
JB409847,15474,1083,0.418,1.1e+03,0.983,-0.499
JB409847,15475,1086,0.418,1.1e+03,0.985,-0.444
JB409847,15476,1083,0.413,1.1e+03,0.983,-0.499
JB409847,15477,1087,0.418,1.1e+03,0.986,-0.426
JB409847,15478,1089,0.423,1.1e+03,0.988,-0.389
JB409847,15479,1083,0.428,1.1e+03,0.983,-0.499
JB409847,15480,1082,0.428,1.1e+03,0.982,-0.517
JB409847,15481,1083,0.428,1.1e+03,0.983,-0.499
JB409847,15482,1080,0.423,1.1e+03,0.98,-0.554
JB409847,15483,1084,0.418,1.1e+03,0.984,-0.481
JB409847,15484,1086,0.418,1.1e+03,0.985,-0.444
JB409847,15485,1086,0.418,1.1e+03,0.985,-0.444
JB409847,15486,1081,0.423,1.1e+03,0.981,-0.536
JB409847,15487,1078,0.428,1.1e+03,0.978,-0.591
JB409847,15488,1075,0.433,1.1e+03,0.975,-0.646
JB409847,15489,1074,0.433,1.1e+03,0.975,-0.664
JB409847,15490,1072,0.433,1.1e+03,0.973,-0.7
JB409847,15491,1068,0.433,1.1e+03,0.969,-0.774
JB409847,15492,1067,0.428,1.1e+03,0.968,-0.792
JB409847,15493,1067,0.433,1.1e+03,0.968,-0.792
JB409847,15494,1067,0.433,1.1e+03,0.968,-0.792
JB409847,15495,1065,0.433,1.1e+03,0.966,-0.829
JB409847,15496,1069,0.438,1.1e+03,0.97,-0.755
JB409847,15497,1072,0.433,1.1e+03,0.973,-0.7
JB409847,15498,1066,0.428,1.1e+03,0.967,-0.81
JB409847,15499,1069,0.433,1.1e+03,0.97,-0.755
JB409847,15500,1061,0.433,1.1e+03,0.963,-0.902
JB409847,15501,1060,0.433,1.1e+03,0.962,-0.92
JB409847,15502,1061,0.433,1.1e+03,0.963,-0.902
JB409847,15503,1062,0.433,1.1e+03,0.964,-0.883
JB409847,15504,1061,0.438,1.1e+03,0.963,-0.902
JB409847,15505,1057,0.438,1.1e+03,0.959,-0.975
JB409847,15506,1057,0.433,1.1e+03,0.959,-0.975
JB409847,15507,1055,0.428,1.1e+03,0.957,-1.01
JB409847,15508,1060,0.428,1.1e+03,0.962,-0.92
JB409847,15509,1054,0.428,1.1e+03,0.956,-1.03
JB409847,15510,1061,0.433,1.1e+03,0.963,-0.902
JB409847,15511,1065,0.428,1.1e+03,0.966,-0.829
JB409847,15512,1060,0.428,1.1e+03,0.962,-0.92
JB409847,15513,1063,0.428,1.1e+03,0.965,-0.865
JB409847,15514,1062,0.428,1.1e+03,0.964,-0.883
JB409847,15515,1062,0.423,1.1e+03,0.964,-0.883
JB409847,15516,1060,0.423,1.1e+03,0.962,-0.92
JB409847,15517,1058,0.423,1.1e+03,0.96,-0.957
JB409847,15518,1060,0.418,1.1e+03,0.962,-0.92
JB409847,15519,1059,0.423,1.1e+03,0.961,-0.938
JB409847,15520,1061,0.428,1.1e+03,0.963,-0.902
JB409847,15521,1062,0.428,1.1e+03,0.964,-0.883
JB409847,15522,1063,0.428,1.1e+03,0.965,-0.865
JB409847,15523,1073,0.428,1.1e+03,0.974,-0.682
JB409847,15524,1076,0.423,1.1e+03,0.976,-0.627
JB409847,15525,1076,0.428,1.1e+03,0.976,-0.627
JB409847,15526,1076,0.428,1.1e+03,0.976,-0.627
JB409847,15527,1079,0.433,1.1e+03,0.979,-0.572
JB409847,15528,1070,0.433,1.1e+03,0.971,-0.737
JB409847,15529,1068,0.433,1.1e+03,0.969,-0.774
JB409847,15530,1070,0.438,1.1e+03,0.971,-0.737
JB409847,15531,1077,0.438,1.1e+03,0.977,-0.609
JB409847,15532,1077,0.433,1.1e+03,0.977,-0.609
JB409847,15533,1078,0.433,1.1e+03,0.978,-0.591
JB409847,15534,1078,0.438,1.1e+03,0.978,-0.591
JB409847,15535,1080,0.433,1.1e+03,0.98,-0.554
JB409847,15536,1083,0.428,1.1e+03,0.983,-0.499
JB409847,15537,1080,0.433,1.1e+03,0.98,-0.554
JB409847,15538,1079,0.438,1.1e+03,0.979,-0.572
JB409847,15539,1075,0.438,1.1e+03,0.975,-0.646
JB409847,15540,1074,0.443,1.1e+03,0.975,-0.664
JB409847,15541,1073,0.443,1.1e+03,0.974,-0.682
JB409847,15542,1072,0.443,1.1e+03,0.973,-0.7
JB409847,15543,1072,0.443,1.1e+03,0.973,-0.7
JB409847,15544,1070,0.438,1.1e+03,0.971,-0.737
JB409847,15545,1070,0.443,1.1e+03,0.971,-0.737
JB409847,15546,1070,0.443,1.1e+03,0.971,-0.737
JB409847,15547,1070,0.443,1.1e+03,0.971,-0.737
JB409847,15548,1070,0.443,1.1e+03,0.971,-0.737
JB409847,15549,1074,0.443,1.1e+03,0.975,-0.664
JB409847,15550,1079,0.443,1.1e+03,0.979,-0.572
JB409847,15551,1072,0.443,1.1e+03,0.973,-0.7
JB409847,15552,1070,0.443,1.1e+03,0.971,-0.737
JB409847,15553,1069,0.448,1.1e+03,0.97,-0.755
JB409847,15554,1066,0.448,1.1e+03,0.967,-0.81
JB409847,15555,1066,0.448,1.1e+03,0.967,-0.81
JB409847,15556,1067,0.443,1.1e+03,0.968,-0.792
JB409847,15557,1067,0.448,1.1e+03,0.968,-0.792
JB409847,15558,1069,0.453,1.1e+03,0.97,-0.755
JB409847,15559,1070,0.453,1.1e+03,0.971,-0.737
JB409847,15560,1067,0.453,1.1e+03,0.968,-0.792
JB409847,15561,1070,0.458,1.1e+03,0.971,-0.737
JB409847,15562,1072,0.458,1.1e+03,0.973,-0.7
JB409847,15563,1074,0.458,1.1e+03,0.975,-0.646
JB409847,15564,1069,0.463,1.1e+03,0.971,-0.738
JB409847,15565,1070,0.468,1.1e+03,0.972,-0.719
JB409847,15566,1070,0.468,1.1e+03,0.972,-0.719
JB409847,15567,1069,0.468,1.1e+03,0.971,-0.738
JB409847,15568,1069,0.463,1.1e+03,0.971,-0.738
JB409847,15569,1073,0.458,1.1e+03,0.975,-0.664
JB409847,15570,1075,0.458,1.1e+03,0.976,-0.628
JB409847,15571,1080,0.453,1.1e+03,0.981,-0.536
JB409847,15572,1084,0.453,1.1e+03,0.985,-0.463
JB409847,15573,1082,0.458,1.1e+03,0.983,-0.5
JB409847,15574,1077,0.453,1.1e+03,0.978,-0.591
JB409847,15575,1079,0.453,1.1e+03,0.98,-0.554
JB409847,15576,1077,0.448,1.1e+03,0.978,-0.591
JB409847,15577,1077,0.448,1.1e+03,0.978,-0.591
JB409847,15578,1076,0.448,1.1e+03,0.977,-0.609
JB409847,15579,1076,0.448,1.1e+03,0.977,-0.609
JB409847,15580,1071,0.448,1.1e+03,0.973,-0.701
JB409847,15581,1068,0.448,1.1e+03,0.97,-0.756
JB409847,15582,1067,0.448,1.1e+03,0.969,-0.774
JB409847,15583,1064,0.443,1.1e+03,0.966,-0.829
JB409847,15584,1065,0.448,1.1e+03,0.967,-0.811
JB409847,15585,1068,0.443,1.1e+03,0.97,-0.756
JB409847,15586,1067,0.438,1.1e+03,0.969,-0.774
JB409847,15587,1070,0.433,1.1e+03,0.972,-0.719
JB409847,15588,1075,0.428,1.1e+03,0.977,-0.61
JB409847,15589,1080,0.428,1.1e+03,0.982,-0.518
JB409847,15590,1079,0.428,1.1e+03,0.981,-0.536
JB409847,15591,1081,0.428,1.1e+03,0.983,-0.5
JB409847,15592,1082,0.433,1.1e+03,0.984,-0.481
JB409847,15593,1074,0.433,1.1e+03,0.976,-0.628
JB409847,15594,1076,0.428,1.1e+03,0.978,-0.591
JB409847,15595,1073,0.428,1.1e+03,0.975,-0.646
JB409847,15596,1072,0.428,1.1e+03,0.975,-0.665
JB409847,15597,1071,0.433,1.1e+03,0.974,-0.683
JB409847,15598,1066,0.438,1.1e+03,0.969,-0.775
JB409847,15599,1066,0.438,1.1e+03,0.969,-0.775
JB409847,15600,1066,0.443,1.1e+03,0.969,-0.775
JB409847,15601,1072,0.443,1.1e+03,0.975,-0.665
JB409847,15602,1072,0.438,1.1e+03,0.975,-0.665
JB409847,15603,1069,0.443,1.1e+03,0.972,-0.72
JB409847,15604,1070,0.443,1.1e+03,0.973,-0.701
JB409847,15605,1077,0.443,1.1e+03,0.979,-0.573
JB409847,15606,1077,0.438,1.1e+03,0.979,-0.573
JB409847,15607,1076,0.438,1.1e+03,0.978,-0.591
JB409847,15608,1077,0.443,1.1e+03,0.979,-0.573
JB409847,15609,1076,0.438,1.1e+03,0.978,-0.591
JB409847,15610,1073,0.443,1.1e+03,0.975,-0.646
JB409847,15611,1074,0.443,1.1e+03,0.976,-0.628
JB409847,15612,1071,0.443,1.1e+03,0.975,-0.665
JB409847,15613,1072,0.438,1.1e+03,0.975,-0.647
JB409847,15614,1070,0.438,1.1e+03,0.974,-0.684
JB409847,15615,1074,0.443,1.1e+03,0.977,-0.61
JB409847,15616,1076,0.443,1.1e+03,0.979,-0.574
JB409847,15617,1082,0.443,1.1e+03,0.985,-0.463
JB409847,15618,1084,0.438,1.1e+03,0.986,-0.427
JB409847,15619,1087,0.438,1.1e+03,0.989,-0.372
JB409847,15620,1086,0.438,1.1e+03,0.988,-0.39
JB409847,15621,1082,0.443,1.1e+03,0.985,-0.463
JB409847,15622,1083,0.438,1.1e+03,0.985,-0.445
JB409847,15623,1080,0.438,1.1e+03,0.983,-0.5
JB409847,15624,1078,0.443,1.1e+03,0.981,-0.537
JB409847,15625,1079,0.443,1.1e+03,0.982,-0.518
JB409847,15626,1079,0.438,1.1e+03,0.982,-0.518
JB409847,15627,1080,0.438,1.1e+03,0.983,-0.5
JB409847,15628,1077,0.443,1.1e+03,0.98,-0.555
JB409847,15629,1081,0.443,1.1e+03,0.984,-0.482
JB409847,15630,1088,0.443,1.1e+03,0.99,-0.353
JB409847,15631,1089,0.443,1.1e+03,0.991,-0.335
JB409847,15632,1088,0.443,1.1e+03,0.99,-0.353
JB409847,15633,1088,0.443,1.1e+03,0.99,-0.353
JB409847,15634,1090,0.438,1.1e+03,0.992,-0.317
JB409847,15635,1088,0.438,1.1e+03,0.99,-0.353
JB409847,15636,1088,0.438,1.1e+03,0.99,-0.353
JB409847,15637,1089,0.438,1.1e+03,0.991,-0.335
JB409847,15638,1090,0.443,1.1e+03,0.992,-0.317
JB409847,15639,1091,0.443,1.1e+03,0.993,-0.298
JB409847,15640,1096,0.443,1.1e+03,0.997,-0.207
JB409847,15641,1090,0.443,1.1e+03,0.992,-0.317
JB409847,15642,1096,0.443,1.1e+03,0.997,-0.207
JB409847,15643,1092,0.443,1.1e+03,0.994,-0.28
JB409847,15644,1092,0.438,1.1e+03,0.994,-0.28
JB409847,15645,1096,0.438,1.1e+03,0.997,-0.207
JB409847,15646,1098,0.443,1.1e+03,1,-0.152
JB409847,15647,1092,0.443,1.1e+03,0.995,-0.262
JB409847,15648,1093,0.438,1.1e+03,0.995,-0.243
JB409847,15649,1095,0.438,1.1e+03,0.997,-0.207
JB409847,15650,1097,0.438,1.1e+03,0.999,-0.17
JB409847,15651,1098,0.438,1.1e+03,1,-0.152
JB409847,15652,1096,0.438,1.1e+03,0.998,-0.188
JB409847,15653,1096,0.443,1.1e+03,0.998,-0.188
JB409847,15654,1102,0.443,1.1e+03,1,-0.078
JB409847,15655,1105,0.448,1.1e+03,1.01,-0.0229
JB409847,15656,1104,0.448,1.1e+03,1.01,-0.0413
JB409847,15657,1105,0.448,1.1e+03,1.01,-0.0229
JB409847,15658,1108,0.453,1.1e+03,1.01,0.0322
JB409847,15659,1108,0.453,1.1e+03,1.01,0.0322
JB409847,15660,1102,0.453,1.1e+03,1,-0.078
JB409847,15661,1103,0.458,1.1e+03,1,-0.0597
JB409847,15662,1100,0.453,1.1e+03,1,-0.115
JB409847,15663,1094,0.453,1.1e+03,0.996,-0.225
JB409847,15664,1100,0.453,1.1e+03,1,-0.115
JB409847,15665,1101,0.448,1.1e+03,1,-0.0964
JB409847,15666,1098,0.453,1.1e+03,1,-0.152
JB409847,15667,1094,0.453,1.1e+03,0.996,-0.225
JB409847,15668,1092,0.453,1.1e+03,0.995,-0.262
JB409847,15669,1096,0.458,1.1e+03,0.998,-0.188
JB409847,15670,1098,0.463,1.1e+03,1,-0.152
JB409847,15671,1097,0.468,1.1e+03,0.999,-0.17
JB409847,15672,1099,0.468,1.1e+03,1,-0.133
JB409847,15673,1096,0.468,1.1e+03,0.998,-0.188
JB409847,15674,1093,0.468,1.1e+03,0.995,-0.243
JB409847,15675,1095,0.468,1.1e+03,0.997,-0.207
JB409847,15676,1093,0.463,1.1e+03,0.995,-0.243
JB409847,15677,1096,0.468,1.1e+03,0.998,-0.188
JB409847,15678,1094,0.468,1.1e+03,0.996,-0.225
JB409847,15679,1096,0.463,1.1e+03,0.998,-0.188
JB409847,15680,1097,0.458,1.1e+03,1,-0.152
JB409847,15681,1099,0.453,1.1e+03,1,-0.115
JB409847,15682,1097,0.458,1.1e+03,1,-0.152
JB409847,15683,1096,0.458,1.1e+03,0.999,-0.17
JB409847,15684,1096,0.463,1.1e+03,0.999,-0.17
JB409847,15685,1095,0.458,1.1e+03,0.998,-0.188
JB409847,15686,1102,0.453,1.1e+03,1,-0.0596
JB409847,15687,1102,0.448,1.1e+03,1,-0.0596
JB409847,15688,1105,0.443,1.1e+03,1.01,-0.00444
JB409847,15689,1103,0.438,1.1e+03,1.01,-0.0412
JB409847,15690,1101,0.443,1.1e+03,1,-0.078
JB409847,15691,1103,0.443,1.1e+03,1.01,-0.0412
JB409847,15692,1099,0.448,1.1e+03,1,-0.115
JB409847,15693,1095,0.448,1.1e+03,0.998,-0.188
JB409847,15694,1096,0.448,1.1e+03,0.999,-0.17
JB409847,15695,1099,0.453,1.1e+03,1,-0.115
JB409847,15696,1099,0.453,1.1e+03,1,-0.115
JB409847,15697,1098,0.448,1.1e+03,1,-0.133
JB409847,15698,1096,0.453,1.1e+03,0.999,-0.17
JB409847,15699,1090,0.458,1.1e+03,0.994,-0.28
JB409847,15700,1093,0.458,1.1e+03,0.996,-0.225
JB409847,15701,1094,0.458,1.1e+03,0.997,-0.207
JB409847,15702,1097,0.458,1.1e+03,1,-0.152
JB409847,15703,1099,0.453,1.1e+03,1,-0.115
JB409847,15704,1099,0.458,1.1e+03,1,-0.115
JB409847,15705,1102,0.453,1.1e+03,1,-0.0596
JB409847,15706,1101,0.453,1.1e+03,1,-0.078
JB409847,15707,1102,0.453,1.1e+03,1,-0.0596
JB409847,15708,1104,0.458,1.1e+03,1.01,-0.0228
JB409847,15709,1098,0.453,1.1e+03,1,-0.133
JB409847,15710,1098,0.448,1.1e+03,1,-0.133
JB409847,15711,1097,0.443,1.1e+03,1,-0.152
JB409847,15712,1096,0.448,1.1e+03,1,-0.152
JB409847,15713,1095,0.448,1.1e+03,0.999,-0.17
JB409847,15714,1093,0.448,1.1e+03,0.997,-0.207
JB409847,15715,1095,0.448,1.1e+03,0.999,-0.17
JB409847,15716,1096,0.448,1.1e+03,1,-0.152
JB409847,15717,1097,0.448,1.1e+03,1,-0.133
JB409847,15718,1102,0.443,1.1e+03,1.01,-0.0411
JB409847,15719,1103,0.448,1.1e+03,1.01,-0.0227
JB409847,15720,1104,0.443,1.1e+03,1.01,-0.00431
JB409847,15721,1098,0.438,1.1e+03,1,-0.115
JB409847,15722,1098,0.438,1.1e+03,1,-0.115
JB409847,15723,1092,0.443,1.1e+03,0.996,-0.225
JB409847,15724,1092,0.443,1.1e+03,0.996,-0.225
JB409847,15725,1092,0.443,1.1e+03,0.996,-0.225
JB409847,15726,1091,0.443,1.1e+03,0.995,-0.243
JB409847,15727,1092,0.438,1.1e+03,0.996,-0.225
JB409847,15728,1095,0.438,1.1e+03,0.999,-0.17
JB409847,15729,1088,0.443,1.1e+03,0.993,-0.299
JB409847,15730,1090,0.438,1.1e+03,0.995,-0.262
JB409847,15731,1093,0.433,1.1e+03,0.997,-0.207
JB409847,15732,1095,0.428,1.1e+03,0.999,-0.17
JB409847,15733,1098,0.428,1.1e+03,1,-0.115
JB409847,15734,1096,0.433,1.1e+03,1,-0.152
JB409847,15735,1096,0.433,1.1e+03,1,-0.152
JB409847,15736,1098,0.438,1.1e+03,1,-0.115
JB409847,15737,1093,0.438,1.1e+03,0.997,-0.207
JB409847,15738,1095,0.438,1.1e+03,0.999,-0.17
JB409847,15739,1099,0.438,1.1e+03,1,-0.0963
JB409847,15740,1099,0.438,1.1e+03,1,-0.0963
JB409847,15741,1099,0.433,1.1e+03,1,-0.0963
JB409847,15742,1100,0.433,1.1e+03,1,-0.0779
JB409847,15743,1099,0.438,1.1e+03,1,-0.0963
JB409847,15744,1094,0.433,1.1e+03,0.998,-0.188
JB409847,15745,1093,0.433,1.1e+03,0.997,-0.207
JB409847,15746,1093,0.428,1.1e+03,0.997,-0.207
JB409847,15747,1092,0.423,1.1e+03,0.996,-0.225
JB409847,15748,1092,0.428,1.1e+03,0.996,-0.225
JB409847,15749,1095,0.433,1.1e+03,0.999,-0.17
JB409847,15750,1094,0.428,1.1e+03,0.998,-0.188
JB409847,15751,1100,0.428,1.1e+03,1,-0.0779
JB409847,15752,1098,0.428,1.1e+03,1,-0.115
JB409847,15753,1104,0.433,1.1e+03,1.01,-0.00431
JB409847,15754,1105,0.433,1.1e+03,1.01,0.0141
JB409847,15755,1104,0.433,1.1e+03,1.01,-0.00431
JB409847,15756,1105,0.438,1.1e+03,1.01,0.0141
JB409847,15757,1103,0.438,1.1e+03,1.01,-0.0227
JB409847,15758,1106,0.438,1.1e+03,1.01,0.0325
JB409847,15759,1108,0.438,1.1e+03,1.01,0.0693
JB409847,15760,1107,0.433,1.1e+03,1.01,0.0509
JB409847,15761,1107,0.438,1.1e+03,1.01,0.0509
JB409847,15762,1106,0.438,1.1e+03,1.01,0.0325
JB409847,15763,1103,0.438,1.1e+03,1.01,-0.00417
JB409847,15764,1106,0.443,1.1e+03,1.01,0.0511
JB409847,15765,1107,0.443,1.1e+03,1.01,0.0695
JB409847,15766,1108,0.443,1.1e+03,1.01,0.0879
JB409847,15767,1107,0.448,1.1e+03,1.01,0.0695
JB409847,15768,1111,0.448,1.1e+03,1.01,0.143
JB409847,15769,1112,0.448,1.1e+03,1.02,0.162
JB409847,15770,1109,0.448,1.1e+03,1.01,0.106
JB409847,15771,1107,0.448,1.1e+03,1.01,0.0695
JB409847,15772,1103,0.448,1.1e+03,1.01,-0.00417
JB409847,15773,1107,0.448,1.1e+03,1.01,0.0695
JB409847,15774,1108,0.448,1.1e+03,1.01,0.0879
JB409847,15775,1116,0.453,1.1e+03,1.02,0.235
JB409847,15776,1118,0.448,1.1e+03,1.02,0.272
JB409847,15777,1117,0.448,1.1e+03,1.02,0.254
JB409847,15778,1115,0.453,1.1e+03,1.02,0.217
JB409847,15779,1114,0.453,1.1e+03,1.02,0.198
JB409847,15780,1116,0.448,1.1e+03,1.02,0.235
JB409847,15781,1115,0.448,1.1e+03,1.02,0.217
JB409847,15782,1115,0.443,1.1e+03,1.02,0.217
JB409847,15783,1111,0.443,1.1e+03,1.01,0.143
JB409847,15784,1113,0.443,1.1e+03,1.02,0.18
JB409847,15785,1118,0.443,1.1e+03,1.02,0.272
JB409847,15786,1116,0.448,1.1e+03,1.02,0.235
JB409847,15787,1118,0.448,1.1e+03,1.02,0.272
JB409847,15788,1116,0.453,1.1e+03,1.02,0.235
JB409847,15789,1110,0.453,1.1e+03,1.01,0.125
JB409847,15790,1110,0.453,1.1e+03,1.01,0.125
JB409847,15791,1107,0.448,1.1e+03,1.01,0.0695
JB409847,15792,1107,0.443,1.1e+03,1.01,0.0695
JB409847,15793,1104,0.438,1.1e+03,1.01,0.0142
JB409847,15794,1104,0.438,1.1e+03,1.01,0.0142
JB409847,15795,1108,0.443,1.1e+03,1.01,0.0879
JB409847,15796,1105,0.438,1.1e+03,1.01,0.0327
JB409847,15797,1108,0.433,1.1e+03,1.01,0.0879
JB409847,15798,1102,0.428,1.1e+03,1.01,-0.0226
JB409847,15799,1103,0.423,1.09e+03,1.01,0.0144
JB409847,15800,1105,0.423,1.09e+03,1.01,0.0513
JB409847,15801,1109,0.423,1.09e+03,1.01,0.125
JB409847,15802,1113,0.428,1.09e+03,1.02,0.199
JB409847,15803,1114,0.428,1.09e+03,1.02,0.217
JB409847,15804,1116,0.423,1.09e+03,1.02,0.254
JB409847,15805,1119,0.423,1.09e+03,1.02,0.309
JB409847,15806,1119,0.423,1.09e+03,1.02,0.309
JB409847,15807,1115,0.423,1.09e+03,1.02,0.236
JB409847,15808,1113,0.423,1.09e+03,1.02,0.199
JB409847,15809,1113,0.423,1.09e+03,1.02,0.199
JB409847,15810,1118,0.428,1.09e+03,1.02,0.291
JB409847,15811,1116,0.428,1.09e+03,1.02,0.254
JB409847,15812,1113,0.428,1.09e+03,1.02,0.199
JB409847,15813,1112,0.428,1.09e+03,1.02,0.18
JB409847,15814,1114,0.428,1.09e+03,1.02,0.217
JB409847,15815,1114,0.428,1.09e+03,1.02,0.217
JB409847,15816,1118,0.423,1.09e+03,1.02,0.291
JB409847,15817,1116,0.418,1.09e+03,1.02,0.254
JB409847,15818,1115,0.413,1.09e+03,1.02,0.236
JB409847,15819,1114,0.418,1.09e+03,1.02,0.217
JB409847,15820,1116,0.413,1.09e+03,1.02,0.254
JB409847,15821,1106,0.413,1.09e+03,1.01,0.0697
JB409847,15822,1106,0.413,1.09e+03,1.01,0.0697
JB409847,15823,1108,0.413,1.09e+03,1.01,0.107
JB409847,15824,1105,0.418,1.09e+03,1.01,0.0513
JB409847,15825,1105,0.418,1.09e+03,1.01,0.0513
JB409847,15826,1103,0.423,1.09e+03,1.01,0.0144
JB409847,15827,1103,0.423,1.09e+03,1.01,0.0144
JB409847,15828,1101,0.423,1.09e+03,1.01,-0.0039
JB409847,15829,1104,0.418,1.09e+03,1.01,0.0514
JB409847,15830,1108,0.413,1.09e+03,1.01,0.125
JB409847,15831,1107,0.413,1.09e+03,1.01,0.107
JB409847,15832,1107,0.413,1.09e+03,1.01,0.107
JB409847,15833,1107,0.408,1.09e+03,1.01,0.107
JB409847,15834,1104,0.408,1.09e+03,1.01,0.0514
JB409847,15835,1104,0.413,1.09e+03,1.01,0.0514
JB409847,15836,1104,0.413,1.09e+03,1.01,0.0514
JB409847,15837,1097,0.413,1.09e+03,1,-0.0777
JB409847,15838,1102,0.413,1.09e+03,1.01,0.0145
JB409847,15839,1104,0.408,1.09e+03,1.01,0.0514
JB409847,15840,1104,0.413,1.09e+03,1.01,0.0514
JB409847,15841,1101,0.413,1.09e+03,1.01,-0.0039
JB409847,15842,1103,0.413,1.09e+03,1.01,0.033
JB409847,15843,1100,0.413,1.09e+03,1.01,-0.0224
JB409847,15844,1102,0.418,1.09e+03,1.01,0.0145
JB409847,15845,1098,0.423,1.09e+03,1,-0.0593
JB409847,15846,1094,0.423,1.09e+03,1,-0.133
JB409847,15847,1091,0.423,1.09e+03,0.998,-0.188
JB409847,15848,1091,0.423,1.09e+03,0.998,-0.188
JB409847,15849,1095,0.428,1.09e+03,1,-0.115
JB409847,15850,1091,0.428,1.09e+03,0.998,-0.188
JB409847,15851,1092,0.428,1.09e+03,0.999,-0.17
JB409847,15852,1093,0.428,1.09e+03,1,-0.152
JB409847,15853,1095,0.428,1.09e+03,1,-0.0961
JB409847,15854,1094,0.423,1.09e+03,1,-0.115
JB409847,15855,1093,0.418,1.09e+03,1,-0.133
JB409847,15856,1093,0.418,1.09e+03,1,-0.133
JB409847,15857,1091,0.418,1.09e+03,0.999,-0.17
JB409847,15858,1097,0.423,1.09e+03,1,-0.0592
JB409847,15859,1098,0.418,1.09e+03,1.01,-0.0407
JB409847,15860,1097,0.413,1.09e+03,1,-0.0592
JB409847,15861,1098,0.418,1.09e+03,1.01,-0.0407
JB409847,15862,1099,0.413,1.09e+03,1.01,-0.0222
JB409847,15863,1098,0.418,1.09e+03,1.01,-0.0407
JB409847,15864,1096,0.418,1.09e+03,1,-0.0776
JB409847,15865,1097,0.413,1.09e+03,1,-0.0592
JB409847,15866,1099,0.418,1.09e+03,1.01,-0.0222
JB409847,15867,1100,0.418,1.09e+03,1.01,-0.00377
JB409847,15868,1098,0.418,1.09e+03,1.01,-0.0407
JB409847,15869,1101,0.413,1.09e+03,1.01,0.0147
JB409847,15870,1103,0.413,1.09e+03,1.01,0.0516
JB409847,15871,1105,0.408,1.09e+03,1.01,0.0886
JB409847,15872,1106,0.403,1.09e+03,1.01,0.107
JB409847,15873,1107,0.403,1.09e+03,1.01,0.125
JB409847,15874,1109,0.403,1.09e+03,1.02,0.162
JB409847,15875,1109,0.408,1.09e+03,1.02,0.162
JB409847,15876,1101,0.413,1.09e+03,1.01,0.0147
JB409847,15877,1101,0.418,1.09e+03,1.01,0.0147
JB409847,15878,1099,0.413,1.09e+03,1.01,-0.0222
JB409847,15879,1094,0.408,1.09e+03,1,-0.115
JB409847,15880,1094,0.413,1.09e+03,1,-0.115
JB409847,15881,1092,0.413,1.09e+03,1,-0.152
JB409847,15882,1089,0.413,1.09e+03,0.997,-0.207
JB409847,15883,1091,0.408,1.09e+03,0.999,-0.17
JB409847,15884,1092,0.413,1.09e+03,1,-0.152
JB409847,15885,1093,0.408,1.09e+03,1,-0.133
JB409847,15886,1090,0.413,1.09e+03,0.998,-0.188
JB409847,15887,1088,0.418,1.09e+03,0.996,-0.225
JB409847,15888,1086,0.418,1.09e+03,0.995,-0.244
JB409847,15889,1088,0.418,1.09e+03,0.997,-0.207
JB409847,15890,1090,0.423,1.09e+03,0.999,-0.17
JB409847,15891,1091,0.418,1.09e+03,1,-0.152
JB409847,15892,1090,0.418,1.09e+03,0.999,-0.17
JB409847,15893,1091,0.418,1.09e+03,1,-0.152
JB409847,15894,1092,0.418,1.09e+03,1,-0.133
JB409847,15895,1094,0.413,1.09e+03,1,-0.0961
JB409847,15896,1095,0.413,1.09e+03,1,-0.0776
JB409847,15897,1107,0.413,1.09e+03,1.01,0.144
JB409847,15898,1107,0.418,1.09e+03,1.01,0.144
JB409847,15899,1109,0.413,1.09e+03,1.02,0.181
JB409847,15900,1104,0.408,1.09e+03,1.01,0.0888
JB409847,15901,1107,0.408,1.09e+03,1.01,0.144
JB409847,15902,1106,0.408,1.09e+03,1.01,0.126
JB409847,15903,1100,0.408,1.09e+03,1.01,0.0149
JB409847,15904,1104,0.408,1.09e+03,1.01,0.0888
JB409847,15905,1101,0.403,1.09e+03,1.01,0.0333
JB409847,15906,1106,0.403,1.09e+03,1.01,0.126
JB409847,15907,1099,0.408,1.09e+03,1.01,-0.00363
JB409847,15908,1099,0.408,1.09e+03,1.01,-0.00363
JB409847,15909,1098,0.403,1.09e+03,1.01,-0.0221
JB409847,15910,1099,0.403,1.09e+03,1.01,-0.00363
JB409847,15911,1100,0.403,1.09e+03,1.01,0.0149
JB409847,15912,1101,0.403,1.09e+03,1.01,0.0333
JB409847,15913,1099,0.398,1.09e+03,1.01,-0.00363
JB409847,15914,1099,0.403,1.09e+03,1.01,-0.00363
JB409847,15915,1099,0.408,1.09e+03,1.01,-0.00363
JB409847,15916,1099,0.408,1.09e+03,1.01,-0.00363
